"ProductId","Image Url","Video Url","Product Desc","Origin Price","Discount Price","Discount","Currency","Commission Rate","Commission","Sales180Day","Positive Feedback","Promotion Url","Code Name","Code Start Time","Code End Time","Code Value","Code Quantity","Code Minimum Spend"
"1005005109432052","https://ae04.alicdn.com/kf/S825196601b0d4076bc908cde4ea91cdfd.jpg",,"Xiaomi J18 Earbuds True Wireless Earphone Noise Cancelling Bluetooth Headset HD Business Headphone In-Ear Handsfree With Mic","USD 31.99","USD 11.52","64%","USD","7","USD 0.81","12579","92.2%","https://s.click.aliexpress.com/e/_DkD1gQZ",,,,,,
"1005005027915472","https://ae04.alicdn.com/kf/Sa01824c217474fd28ba5eab6ad187a80e.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100121119136.mp4","2023 PAGANI Design New 39mm Men's Mechanical Watches NH35 Automatic Watch Sapphire Stainless Steel 20Bar Waterproof Reloj Hombre","USD 194.55","USD 70.04","64%","USD","7","USD 4.90","197","94.3%","https://s.click.aliexpress.com/e/_DkHw2Tj",,,,,,
"1005005057984906","https://ae04.alicdn.com/kf/Sbfe33784cc9345b88de76ce0f17f143ea.jpg",,"BARCUR Design Memery Alloy Sunglasses Polarized Gradient Men's Sun Glasses Women Pilot Eyewear Mirror Shades Oculos De Sol","USD 22.34","USD 10.28","54%","USD","7","USD 0.72","1973","96.5%","https://s.click.aliexpress.com/e/_DnlTIdn",,,,,,
"4000530444009","https://ae04.alicdn.com/kf/Hf43fb547d9234e3b87f7d0d8900601855.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/295495979416.mp4","2022 New PAGANI Design Top Brand Men's Sports Quartz Watches Sapphire Stainless Steel Waterproof Chronograph Luxury Reloj Hombre","USD 299.96","USD 71.99","76%","USD","8.0","USD 5.76","455","91.4%","https://s.click.aliexpress.com/e/_DEbkOK1",,,,,,
"1005004983574776","https://ae04.alicdn.com/kf/S2dc9713a2ac84893b7624a353cc9a3a0w.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100037615735.mp4","Olanly Memory Foam Bath Mat Anti-Slip Shower Carpet  Soft Foot Pad Decoration Floor Protector Absorbent Quick Dry Bathroom Rug","USD 13.49","USD 5.79","0%","USD","7","USD 0.41","2497","95.8%","https://s.click.aliexpress.com/e/_DdyyGdP",,,,,,
"1005005210214009","https://ae04.alicdn.com/kf/S5079b5ec2b9e40eab9e01dbc0d44d89eB.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100094656072.mp4","QCY H2 Wireless Headphones Bluetooth 5.3 BASS Stereo Headset 78ms Low Latency Gaming Earphones 60H Playtime Dual Device Connect","USD 52.38","USD 23.05","56%","USD","7","USD 1.61","1225","96.5%","https://s.click.aliexpress.com/e/_DkXkbKz",,,,,,
"1005005027891931","https://ae04.alicdn.com/kf/Hc2667d33d79f40ad8854c069205ef3a0W.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/314419952951.mp4","2023 New PAGANI DESIGN Men Automatic Mechanical Watch Classic Retro GMT Watch Stainless Steel 200m Waterproof Clock Reloj Hombre","USD 197.88","USD 71.24","64%","USD","7","USD 4.99","230","97.4%","https://s.click.aliexpress.com/e/_DCE4XLR",,,,,,
"1005004994973390","https://ae04.alicdn.com/kf/H31b63e167009475284ebb85c9dc80b49S.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/330611416514.mp4","SOUNDPEATS Active Noise Cancelling Headphones Wireless Over Ear Bluetooth Headphones 40H Playtime, Comfortable Fit, Clear Calls","USD 101.64","USD 44.72","56%","USD","7","USD 3.13","532","96.8%","https://s.click.aliexpress.com/e/_DEiXiSD",,,,,,
"1005005068357650","https://ae04.alicdn.com/kf/S7eb236112525467faf4302e4fcf47b60W.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100145497531.mp4","24Pcs Black Handle Golden Cutlery Set Stainless Steel Knife Fork Spoon Tableware Flatware Set Festival Kitchen Dinnerware Gift","USD 53.31","USD 17.33","0%","USD","7","USD 1.21","3760","94.4%","https://s.click.aliexpress.com/e/_DlAcRBX",,,,,,
"1005005085970345","https://ae04.alicdn.com/kf/S9601fdf38f364432968046ea2c715e7cH.jpg",,"3/5/10 pcs Extra Soft Car Wash Microfiber Towel Car Cleaning Drying Cloth Car Care Cloth Detailing Car WashTowel Never Scrat","USD 4.66","USD 2.11","0%","USD","7","USD 0.15","21829","95.2%","https://s.click.aliexpress.com/e/_DBRB0RL",,,,,,
"1005004990761332","https://ae04.alicdn.com/kf/S60c9f0fd498143e386b2239d2fe5684b5.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/338416568033.mp4","100% Original Lenovo LP5  Wireless Bluetooth Earbuds HiFi Music Earphone With Mic Headphones Sports Waterproof Headset 2021New","USD 20.31","USD 9.09","0%","USD","7","USD 0.64","10660","93.0%","https://s.click.aliexpress.com/e/_Dk3PbaV",,,,,,
"1005005027908655","https://ae04.alicdn.com/kf/S5e5ad1317985489a9ad83f0c73d04c00Y.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100121109847.mp4","2023 New PAGANI DESIGN Men's Divers Automatic Mechanical Watches NH38 Sapphire Stainless Steel 300m Waterproof AR Watch for Men","USD 220.29","USD 79.30","64%","USD","7","USD 5.55","324","96.1%","https://s.click.aliexpress.com/e/_DdOnL4Z",,,,,,
"1005004786288333","https://ae04.alicdn.com/kf/Sf83523150ab941a2a85504503332dcbap.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100092223262.mp4","QCY HT05 ANC Wireless Earphone 40dB Noise Cancelling Bluetooth 5.2 Headphone 6 Mic ENC HD Call TWS Earbuds Transparency Mode","USD 66.07","USD 30.39","54%","USD","3.0","USD 0.91","23312","96.5%","https://s.click.aliexpress.com/e/_DdefvsZ",,,,,,
"1005005216861296","https://ae04.alicdn.com/kf/Sb2a74ba78bcf4b3983f7574ca1e90407u.jpg",,"New Arrival Man Platform Slippers Summer Beach Eva Soft Sole Sandals Leisure Indoor Bathroom Anti Slip Shoes","USD 11.01","USD 4.52","0%","USD","7","USD 0.32","355","95.2%","https://s.click.aliexpress.com/e/_DelB3vb",,,,,,
